title,author,rating,genres,language,gender
انتحار فاشل,أحمد جمال الدين رمضان,4.51,"['Short Stories', 'Fiction', 'Anthologies', 'Novels', 'Literature', 'Collections']",Arabic,unknown
العصبي,أحمد جمال الدين رمضان,4.52,"['Short Stories', 'Fiction', 'Anthologies']",Arabic,unknown
Tao Te Ching,Lao Tzu,4.28,"['Philosophy', 'Nonfiction', 'Religion', 'Classics', 'Spirituality', 'Poetry', 'China', 'Taoism', 'Self Help', 'Eastern Philosophy']",English,andy
The Martian Chronicles,Ray Bradbury,4.14,"['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction Fantasy', 'American', 'Audiobook', 'Literature', 'Space']",English,mostly_male
Harry Potter Series Box Set,J.K. Rowling,4.73,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Childrens', 'Classics', 'Science Fiction Fantasy', 'Middle Grade', 'Novels']",English,unknown
A Fine Balance,Rohinton Mistry,4.35,"['Fiction', 'India', 'Historical Fiction', 'Canada', 'Indian Literature', 'Asia', 'Literary Fiction', 'Novels', 'Literature', 'Historical']",English,unknown
Daughter of Smoke & Bone,Laini Taylor,4.01,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Angels', 'Urban Fantasy', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Supernatural']",English,unknown
A Streetcar Named Desire,Tennessee Williams,3.98,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'American', 'Literature', 'Read For School', 'High School']",English,unknown
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.91,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Mystery', 'Horror', 'Time Travel', 'Historical Fiction', 'Supernatural', 'Adventure']",English,unknown
Flowers in the Attic,V.C. Andrews,3.82,"['Fiction', 'Horror', 'Young Adult', 'Mystery', 'Classics', 'Romance', 'Gothic', 'Thriller', 'Drama', 'Adult']",English,unknown
The Scarlet Pimpernel,Emmuska Orczy,4.06,"['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'Romance', 'Historical', 'Mystery', 'Literature', 'France', 'French Revolution']",English,unknown
Houdini Heart,Ki Longfellow,4.22,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Literature', 'Gothic', 'Thriller', 'Supernatural', 'Mythology']",English,andy
The Tales of Beedle the Bard,J.K. Rowling,4.06,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Magic', 'Middle Grade', 'Fairy Tales', 'Science Fiction Fantasy', 'Audiobook']",English,unknown
The Host,Stephenie Meyer,3.84,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Fiction', 'Dystopia', 'Paranormal', 'Aliens', 'Adult', 'Paranormal Romance']",English,unknown
Betrayed,"P.C. Cast , Kristin Cast",3.93,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Paranormal Romance', 'Magic']",English,unknown
The Voyage of the Dawn Treader,C.S. Lewis,4.09,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",English,unknown
Lover Awakened,J.R. Ward,4.44,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",English,unknown
The Waste Land,T.S. Eliot,4.11,"['Poetry', 'Classics', 'Fiction', 'Literature', '20th Century', 'American', 'School', 'British Literature', 'College', 'English Literature']",English,unknown
Untamed,"P.C. Cast , Kristin Cast",3.95,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",English,unknown
The Twilight Collection,Stephenie Meyer,3.79,"['Young Adult', 'Fantasy', 'Vampires', 'Romance', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Teen', 'Urban Fantasy']",English,unknown
The Jungle,Upton Sinclair,3.75,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Politics', 'School', 'Novels', 'Historical', 'Classic Literature', 'American']",English,unknown
Chosen,"P.C. Cast , Kristin Cast",3.91,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",English,unknown
A Room with a View,E.M. Forster,3.91,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Italy', 'British Literature', '20th Century', 'Novels', 'Classic Literature']",English,unknown
The Republic,Plato,3.94,"['Philosophy', 'Classics', 'Nonfiction', 'Politics', 'History', 'School', 'Literature', 'Political Science', 'Ancient', 'College']",English,unknown
The Last Battle,C.S. Lewis,4.02,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",English,unknown
The Elephant Tree,R.D. Ronald,4.14,"['Thriller', 'Fiction', 'Mystery', 'Drama', 'Crime', 'Suspense', 'Novels', 'Dark', 'Contemporary', 'Adult Fiction']",English,unknown
Quantum Roots II: Worm Holes,Kyle Keyes,4.34,"['Drama', 'Fiction', 'Contemporary', 'Novels', 'Book Club', 'Epic', 'Young Adult', 'Adventure', 'Adult', 'New Adult']",English,mostly_female
The Arabian Nights,Anonymous,4.04,"['Classics', 'Fiction', 'Fantasy', 'Short Stories', 'Literature', 'Fairy Tales', 'Mythology', 'Adventure', 'Folklore', 'Childrens']",English,unknown
Torment,Lauren Kate,3.87,"['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Teen']",English,mostly_female
Wizard's First Rule,Terry Goodkind,4.12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Romance', 'Adult', 'Epic']",English,mostly_male
Of Human Bondage,W. Somerset Maugham,4.11,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Literary Fiction', 'Romance', '20th Century', 'Classic Literature', 'Coming Of Age']",English,unknown
A Great and Terrible Beauty,Libba Bray,3.78,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Romance', 'Magic', 'Teen', 'Young Adult Fantasy']",English,unknown
The War of the Worlds,H.G. Wells,3.83,"['Classics', 'Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Horror', 'Literature', 'Novels', 'Aliens', 'Audiobook']",English,unknown
The Summoning,Kelley Armstrong,4.02,"['Young Adult', 'Fantasy', 'Paranormal', 'Urban Fantasy', 'Supernatural', 'Magic', 'Romance', 'Ghosts', 'Werewolves', 'Fiction']",English,mostly_female
Halfway to the Grave,Jeaniene Frost,4.16,"['Paranormal', 'Vampires', 'Urban Fantasy', 'Romance', 'Fantasy', 'Paranormal Romance', 'Adult', 'Supernatural', 'Fiction', 'New Adult']",English,unknown
The Woman in White,Wilkie Collins,3.99,"['Classics', 'Mystery', 'Fiction', 'Gothic', 'Horror', '19th Century', 'Victorian', 'Historical Fiction', 'Literature', 'British Literature']",English,unknown
Are You My Mother?,P.D. Eastman,4.19,"['Childrens', 'Picture Books', 'Fiction', 'Animals', 'Classics', 'Family', 'Kids', 'Humor', 'Young Adult', 'Juvenile']",English,unknown
The Polar Express,Chris Van Allsburg,4.3,"['Picture Books', 'Childrens', 'Christmas', 'Fiction', 'Fantasy', 'Classics', 'Holiday', 'Adventure', 'Kids', 'Juvenile']",English,mostly_male
Acheron,Sherrilyn Kenyon,4.57,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Mythology', 'Adult', 'Fiction', 'Demons']",English,unknown
Lady Chatterley's Lover,D.H. Lawrence,3.51,"['Classics', 'Fiction', 'Romance', 'Literature', 'Novels', 'Erotica', 'Banned Books', 'British Literature', 'Historical Fiction', '20th Century']",English,unknown
Nine Stories,J.D. Salinger,4.18,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', '20th Century', 'Literary Fiction', 'The United States Of America', 'Novels', 'Adult Fiction']",English,unknown
The Return of the King,J.R.R. Tolkien,4.53,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Literature', 'Novels', 'Magic']",English,unknown
The Zombie Room,R.D. Ronald,4.16,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Drama', 'Suspense', 'Dark', 'Novels', 'Contemporary', 'Adult Fiction']",English,unknown
The Bronze Horseman,Paullina Simons,4.3,"['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia', 'Adult', 'World War II', 'Adult Fiction']",English,unknown
The Goose Girl,Shannon Hale,4.12,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Fiction', 'Retellings', 'Middle Grade', 'Adventure', 'Young Adult Fantasy', 'Magic']",English,mostly_female
I Capture the Castle,Dodie Smith,4.0,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Coming Of Age', 'Historical', 'British Literature', 'Novels', 'Adult Fiction']",English,unknown
The Last Lecture,Randy Pausch,4.26,"['Nonfiction', 'Memoir', 'Biography', 'Inspirational', 'Self Help', 'Philosophy', 'Autobiography', 'Biography Memoir', 'Audiobook', 'Adult']",English,mostly_male
The Glass Menagerie,Tennessee Williams,3.71,"['Plays', 'Classics', 'Drama', 'Fiction', 'School', 'Theatre', 'Literature', 'Read For School', 'High School', 'American']",English,unknown
Hunted,"P.C. Cast , Kristin Cast",3.93,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",English,unknown
The Bad Beginning,Lemony Snicket,3.95,"['Fiction', 'Young Adult', 'Childrens', 'Fantasy', 'Middle Grade', 'Mystery', 'Adventure', 'Audiobook', 'Humor', 'Juvenile']",English,unknown
Interpreter of Maladies,Jhumpa Lahiri,4.15,"['Short Stories', 'Fiction', 'India', 'Contemporary', 'Literature', 'Literary Fiction', 'Indian Literature', 'Asia', 'Adult Fiction', 'Adult']",English,unknown
Anne of Avonlea,L.M. Montgomery,4.21,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Historical', 'Romance', 'Canada', 'Audiobook', 'Middle Grade']",English,unknown
The Silver Chair,C.S. Lewis,3.96,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",English,unknown
The Art of War,Sun Tzu,3.97,"['Nonfiction', 'Classics', 'Philosophy', 'History', 'War', 'Business', 'Politics', 'Military Fiction', 'China', 'Leadership']",English,andy
The Two Towers,J.R.R. Tolkien,4.44,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Novels', 'Literature', 'Magic']",English,unknown
Prince Caspian,C.S. Lewis,3.97,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']",English,unknown
The Memory Keeper's Daughter,Kim Edwards,3.67,"['Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Historical Fiction', 'Book Club', 'Drama', 'Chick Lit', 'Novels', 'Family']",English,mostly_female
Possession,A.S. Byatt,3.88,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Mystery', 'Historical', 'Literary Fiction', 'Literature', 'British Literature', 'Poetry']",English,unknown
Oedipus Rex,Sophocles,3.71,"['Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Mythology', 'Read For School', 'Theatre', 'Literature', 'High School']",English,unknown
Alanna: The First Adventure,Tamora Pierce,4.24,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Young Adult Fantasy', 'High Fantasy', 'Middle Grade', 'Childrens', 'Teen']",English,unknown
Lover Unbound,J.R. Ward,4.33,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",English,unknown
Assassin's Apprentice,Robin Hobb,4.15,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Adult', 'Audiobook', 'Young Adult']",English,mostly_male
I'll Give You the Sun,Jandy Nelson,4.14,"['Young Adult', 'Contemporary', 'LGBT', 'Romance', 'Fiction', 'Realistic Fiction', 'Queer', 'Coming Of Age', 'Young Adult Contemporary', 'Family']",English,unknown
1Q84,Haruki Murakami,3.92,"['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Science Fiction', 'Japanese Literature', 'Contemporary', 'Literature', 'Novels', 'Dystopia']",English,mostly_male
Tempted,"P.C. Cast , Kristin Cast",3.95,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Urban Fantasy', 'Magic']",English,unknown
Night Watch,Terry Pratchett,4.5,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Time Travel', 'Science Fiction Fantasy', 'Science Fiction', 'Audiobook', 'Novels', 'High Fantasy']",English,mostly_male
Matching Configurations: QUANTUM ROOTS III,Kyle Keyes,4.39,"['Contemporary', 'Epic', 'Drama', 'Fiction', 'Novels', 'Book Club', 'Suspense']",English,mostly_female
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,"['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Mystery', 'Classics', 'Realistic Fiction', 'Adventure', 'Juvenile', 'School']",English,unknown
Quantum Roots,Kyle Keyes,4.35,"['Drama', 'Contemporary', 'Fiction', 'Book Club', 'Epic', 'Novels', 'Thriller']",English,mostly_female
Crooked Kingdom,Leigh Bardugo,4.58,"['Fantasy', 'Young Adult', 'Fiction', 'LGBT', 'Young Adult Fantasy', 'Romance', 'Magic', 'Adventure', 'High Fantasy', 'Audiobook']",English,mostly_female
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.22,"['History', 'Nonfiction', 'American History', 'Classics', 'Historical', 'War', 'Politics', 'Race', 'Native Americans', 'Westerns']",English,mostly_female
Lover Revealed,J.R. Ward,4.3,"['Romance', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",English,unknown
The Edge of Never,J.A. Redmerski,4.23,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit', 'Adult', 'Road Trip', 'Love']",English,unknown
Carry On,Rainbow Rowell,4.22,"['Fantasy', 'Young Adult', 'LGBT', 'Romance', 'Fiction', 'Magic', 'Queer', 'Vampires', 'Audiobook', 'Young Adult Fantasy']",English,unknown
Princess Academy,Shannon Hale,4.01,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Romance', 'Fairy Tales', 'Adventure', 'Young Adult Fantasy', 'Juvenile']",English,mostly_female
