,title,author,rating,genres,language,gender
42461,Purple America,Rick Moody,3.45,Fiction,French,m
42462,North Dallas Forty,Peter Gent,3.89,Sports,English,m
42463,"Second to None: A Documentary History of American Women. Volume 1, From the Sixteenth Century to 1865","Ruth Barnes Moynihan (Editor), Ruth B. Moynihan",3.87,History,English,w;w
42465,Eating Mammals: Three Novellas,John Barlow,3.19,Fiction,English,m
42467,The Choice: Nuclear Weapons Versus Security,Gwyn Prins,0.0,,,m
42475,Murphy's Law,Rhys Bowen,3.86,Mystery,English,m
42477,The Authentic Death of Hendry Jones,Charles Neider,3.84,Westerns,English,m
42481,Toward Amnesia,Sarah Van Arsdale,3.43,Fiction,English,w
42484,Blitzfreeze,Sven Hassel,4.0,War,English,m
42485,"Filled With The Spirit, Understanding Gods Power in your life",Joyce Meyer,4.35,Christian,,w
42497,The Secret of the Bulls,José Raul Bernardo,3.33,Fiction,English,m
42505,"Don Quixote, U.S.A.",Richard Powell,4.32,Fiction,,m
42528,The Cat Who Sang for the Birds,Lilian Jackson Braun,3.89,Mystery,English,w
42546,The Dalai Lamas on Tantra,Glenn H. Mullin (Editor),3.91,,English,m
42550,Thereby Hangs a Tail,Spencer Quinn,4.02,Mystery,English,m
42554,"Farewell, I'm Bound to Leave You",Fred Chappell,4.18,Fiction,English,m
42557,Shedrow,Dean DeLuke,3.52,,English,m
42568,The Vampire Hunter's Daughter Collectors Edition,Jennifer Malone Wright,4.19,Vampires,,w
42579,The Jesus Touch,Lynn Anderson,4.43,,English,m
42583,Esmiuçar os Gato Fedorento,Rui Pedro Brás (Author),2.88,,Portuguese,m
42586,A Dispensational Theology,Charles F. Baker,5.0,Theology,,m
42594,Mrs. Jeffries and the Feast of St. Stephen,Emily Brightwell,4.05,Mystery,English,w
42612,Billy Graham: God's Ambassador,Russ Busby,4.05,Biography,English,m
42618,BASH,Mike Bartos,4.06,,English,m
42634,Second Person Singular,Sayed Kashua,3.97,Fiction,,m
42649,Partnership Defense,Kit Woolsey,4.67,,English,m
42655,سوگ سیاوش,Shahrokh Meskoob,3.91,Literature,Persian,m
42656,The Eighth Tale,lettered,3.38,Fan Fiction,English,m
42658,تیری یاد خار گلاب ہے (Teri Yaad Khaar-e-Gulaab Hai),Umera Ahmed,3.6,,Urdu,m
42663,Le cronache fantastiche. Delitti - Fantasmi,Dino Buzzati,4.29,Fiction,Italian,m
42671,Biggles Hits the Trail,W.E. Johns,3.59,Fiction,English,m
42673,The Unofficial Zack Warren Fan Club,J.C. Isabella,3.75,Sports,English,m
42681,Amish Forever - The Complete Series (Helping Hands Press Book 13),"Roger Rheinheimer , Crystal Linn",4.5,,English,m;w
42688,Lunch With The Stationmaster,Derek Hansen,4.34,Fiction,English,m
42689,Darling It's Death,Richard S. Prather,3.55,Mystery,English,m
42696,Saia,Djenar Maesa Ayu,3.35,Indonesian Literature,Indonesian,m
42702,Cowboy and the Crow,Sedonia Guillone,3.73,M M Romance,English,m
42715,Kari,Amruta Patil,3.82,Graphic Novels,English,m
42718,Lost Letters,Esraa Saad,3.86,,English,m
42725,Digital Photography,Renee B. Williams,5.0,,English,w
42728,Jurnal de război: 1916-1917,"Maria, Regina României",4.68,History,Romanian,w;w
42733,The First Christmas Carol,Marianne Jordan,4.43,Christmas,English,w
42736,"It's A Love/Hate Thing, Honey Series 1 - Highschool",Riela_pollie,3.0,Contemporary,,m
42744,Приглашение на казнь. Камера обскура. Отчаяние,Vladimir Nabokov,4.33,,Russian,m
42748,Geisterzeilen,Janina Ebert,4.04,,German,w
42754,L'Olympe des Infortunes,Yasmina Khadra,3.33,Fiction,French,w
42756,Traplines,Eden Robinson,4.02,Short Stories,English,w
42757,Lütt Matten und die weiße Muschel,Benno Pludra,4.22,,,m
42760,Pardonable Lies,Jacqueline Winspear,4.09,Mystery,English,w
42765,"Home, Sweet Tokyo: Life in a Weird and Wonderful City","Rick Kennedy, Akio Morita",3.82,Japan,English,m;m
42766,Summary of The Obstacle Is the Way: by Ryan Holiday | Includes Analysis,NOT A BOOK,4.75,,English,m
42781,"SELF-DISCIPLINE: ACHIEVE YOUR GOALS AND GAIN SUCCESS IN LIFE THROUGH THE MASTERY OF SELF DISCIPLINE (Self Help, Habits, Procrastination, Self Control, Productivity, Habits)",Floyd Callahan,3.5,,,m
42785,Siegfried,Harry Mulisch,3.65,Fiction,English,m
42787,Din zbuciumul captivităţii,Gheorghe Caracaș,3.78,,Romanian,m
42789,A Devoted Son,Anita Desai,3.59,Short Stories,,w
42793,Mirador de la Memoria,Ewa Miendlarzewska,3.67,,English,w
42815,Las nuevas noches árabes / Markheim,Robert Louis Stevenson,4.33,,Spanish,m
42819,The Commuter,Patrick Oster,4.23,Novels,,m
42822,Inspiring Animal Tales: Heartwarming Stories of Courage and Devotion,Roxanne Willems Snopek,4.4,,English,w
42824,My Flipping Life: The Furniture Flipping Guide for People Who Want More Than Just a Hobby,Michele Corwin,4.75,,,w
42825,Quién te cerrará los ojos. Historias de arraigo y soledad en la España rural,Virginia Mendoza,3.79,,Spanish,w
42828,"Cooking with Pooh: Yummy Tummy Cookie Cutter Treats, with Four Cookie Cutters",Marlene Brown,3.46,Cooking,English,w
42833,California Coast Trails; A Horseback Ride from Mexico to Oregon,J. Smeaton Chase,4.41,,English,m
42836,The Autobiography of Foudini M. Cat,Susan Fromberg Schaeffer,4.04,Fiction,English,w
42872,The Choiring of the Trees,Donald Harington,4.2,Fiction,English,m
42878,Make A Joyful Sound: The Romance of Mabel Hubbard and Alexander Graham Bell,Helen Elmira Waite,4.24,Biography,English,w
42887,The Cat Who Lived High,Lilian Jackson Braun,3.9,Mystery,English,w
42905,To Fetch a Thief,Spencer Quinn,4.06,Mystery,English,m
42908,The Grace That Keeps This World,Tom Bailey,3.76,Fiction,English,m
42918,Gabriel's Gate,Tom Galvin,3.63,,English,m
42925,Great with Child: A Story of the Thirteenth Colony,Helen Lawrence,4.0,,English,w
42926,Guard Your Tongue: A Practical Guide to the Laws of Loshon Hora (Gossip and Slander),Zelig Pliskin,4.18,Judaism,,m
42937,Céu Em Fogo,Mário de Sá-Carneiro,4.04,Fiction,Portuguese,m
42938,The Cop Next Door,Gia Blue,3.35,Erotica,English,m
42940,I Have Tampered with the Divine Plan,Tony Cochran,4.09,Comics,English,m
42949,Mrs. Jeffries Sweeps the Chimney,Emily Brightwell,4.05,Mystery,English,w
42952,Violet,Pet Torres,3.33,,English,m
42958,The Mystery at Marlatt Manor (Book One),Anne Loader McGee,3.89,Mystery,English,w
42960,Highland Magic,K.E. Saxon,4.12,Historical Romance,,m
42961,Boranla Gelen,Nikiforos Vrettakos,3.55,,Turkish,m
42983,The Healing,Jonathan Odell,3.99,Fiction,English,m
42986,"Three Novels of World War II: The Rising Tide, The Steel Wave, No Less Than Victory",Jeff Shaara,4.41,Historical Fiction,English,m
42987,"Smarter Than Man? Intelligence In Whales, Dolphins, And Humans",Karl Erik Fichtelius,3.43,,,m
43000,Matchpoints,Kit Woolsey,4.61,,English,m
43006,काळे पाणी,V.D. Savarkar,4.17,Marathi,Marathi,m
43007,ہلال جراءت (Halal-i-Jur'at),Umera Ahmed,4.2,,Urdu,m
43008,Čudo u Poskokovoj Dragi,Ante Tomić,4.28,Humor,Croatian,m
43012,El instante en que te vi,María Laura Gamberro,3.62,,Spanish,m
43016,Questa notte mi ha aperto gli occhi,Jonathan Coe,3.1,Fiction,Italian,m
43017,Skybound,Wendy Beck,4.33,New Adult,English,w
43018,Here Before Kilroy,Su Walton,5.0,Fiction,English,m
43023,Disputed Barricade,Fitzroy Maclean,5.0,,English,m
43025,"The Other Man: A West Coast Novel, Book 4",Jasmine Haynes,3.68,Contemporary,English,w
43026,Where's Ava,"Roger Rheinheimer , Crystal Linn",4.25,,English,m;w
43041,One More Thing: Stories and Other Stories,B.J. Novak,3.68,Short Stories,,m
43042,Rehat Bersama Kyai Kocak: Kyai Kocak vs Liberal Ronde #2,Abdul Mutaqin,3.92,,Indonesian,m
43043,My Hot Muse,Sedonia Guillone,3.31,M M Romance,English,m
43044,Marie's World,"Joe E. Legend, Kristal McKerrington",3.93,,English,m;w
43058,Marriage: Seven Principles of Making Marriage Work,Megan Coulter,5.0,,English,w
43061,Țara mea,"Maria, Regina României",4.39,,Romanian,w;w
43065,Le sang du monde : Le voyage de Théo,Catherine Clément,3.26,Fiction,English,w
43067,A Fortunate Age,Joanna Rakoff,3.09,Fiction,English,w
43068,تماما مخصوص,عباس معروفی,3.77,Novels,Persian,m
43077,Walking Naked,Nina Bawden,3.93,Fiction,English,w
43081,Indian Yell: The Heart of an American Insurgency,Michael Blake,3.94,History,English,m
43083,"Защита Лужина: романы, рассказы [Zashchita Luzhina: Romany, Rasskazy]",Vladimir Nabokov,4.3,Russian Literature,Russian,m
43089,Salmos de Redenção,Gilvanize Balbino Pereira,5.0,,,m
43091,La dernière nuit du Raïs,Yasmina Khadra,3.67,Fiction,French,w
43103,Summary of Contagious: by Jonah Berger | Includes Analysis,NOT A BOOK,5.0,,English,m
43111,La soledad de las parejas,Dorothy Parker,4.05,,Spanish,w
43113,The Mirror Crack’d from Side to Sided,"Anne Collins, Agatha Christie",3.5,,English,w;w
43119,ان خردمند دیگر,هنری ون دایک,4.14,,,m
43121,How to save 4 Figures this Year: Life Changing Techniques that will save you Money,Kenneth Bellard,3.75,,English,m
43123,As Bright as Heaven,Susan Meissner,4.07,Historical Fiction,English,w
43124,Toute ma vie,Jay McInerney,3.64,Fiction,French,m
43130,Revlenion and the Guardian Manifesto,Kalvin Klaus,4.67,,English,m
43145,Humiliation,Paulina Flores,3.77,Short Stories,English,w
43146,Reginald Bones 3,Lucian Bane,4.6,Dark,,m
43154,"Clyde Fans, Book 1",Seth,3.86,Comics,English,m
43156,Captain Quark and the Time Cheaters,"William Shatspeare , Timothy McGettigan",5.0,,,m;m
43160,Goethe en Dachau,Nico Rost,4.51,Memoir,Spanish,m
43163,Calling the Children of the Sun,Marcelo Ramos Motta,4.2,,English,m
43170,Weapons of Mass Destruction: Threat and Response,Michael Mandelbaum,4.5,,English,m
43171,Leaving Home,Garrison Keillor,3.81,Fiction,English,m
43174,"Lock Me Up or Let Me Go: The Protests, Arrest and Trial of an Environmental Activist",Betty Krawczyk,3.8,,English,w
43175,Funeral in Blue,Anne Perry,3.93,Mystery,English,w
43177,The Final Unfinished Voyage of Jack Aubrey,Patrick O'Brian,3.99,Historical Fiction,English,m
43181,Goldilocks,Ed McBain,3.72,Mystery,English,m
43205,Surrender in Moonlight,"Stella Price , Audra Price",4.26,Paranormal Romance,English,w;w
43215,The Abyss of Human Illusion,Gilbert Sorrentino,3.77,Fiction,English,m
43220,The All of It,Jeannette Haien,3.68,Fiction,English,w
43232,Ester Ried,"Pansy, Isabella MacDonald Alden",4.23,Christian Fiction,,w;w
43233,Dieu et nous seuls pouvons,Michel Folco,4.32,France,French,m
43235,Simple Prayers,Michael Golding,4.1,Fiction,English,m
43251,The Beginning Of The Road,Vasily Chuikov,3.92,Military History,English,m
43252,"Daredevil, Volume 3",Mark Waid (Writer),4.12,Comics,English,m
43254,"Oh, James! (James, #2)",Mark Tonra,3.79,,Portuguese,m
43263,Selena Gómez,Sarah Tieck,4.42,,English,w
43266,The Ghost and Mrs. Jeffries,Emily Brightwell,3.85,Mystery,English,w
43270,এইসব দিনরাত্রি,Humayun Ahmed,4.27,Fiction,Bengali,m
43271,Country of the Bad Wolfes,James Carlos Blake,4.07,Historical Fiction,English,m
43273,Arranged Marriage,Pet Torres,3.19,,,m
43280,Wonder Woman: Power Outage: Choose-Your-Fate Adventure Book,DC Comics,2.9,,English,m
43286,Dalí,Lluis Llongueras,3.53,,Spanish,m
43314,Maximum Submission,Kat Madrid,4.62,,Multiple languages,w
43318,حسنہ اور حسن آراء (Husna aur Husan Aara),Umera Ahmed,3.33,,Urdu,m
43320,Kronika o našem Malom mistu,Miljenko Smoje,4.79,Humor,Croatian,m
43321,Ghost Trio,Lillian Q. Irwin,3.77,Lesbian,English,w
43327,Satan's Children,Spider Robinson,4.33,,English,m
43332,Amish Forever - Volume 10 - Ava's Admirers,"Roger Rheiheimer, Crystal Linn",4.75,,English,m;w
43344,Rehat Bersama Kyai Kocak: Kyai Kocak vs Liberal,Abdul Mutaqin,3.76,Islam,Indonesian,m
43345,Blind Love,Sedonia Guillone,3.62,M M Romance,English,m
43353,Love Among The Stars,Nick Spalding,4.21,Comedy,English,m
43355,Monkey King,Patricia Chao,3.36,Fiction,English,w
43357,Hinter verborgenen Pfaden,Kerstin Hornung,4.2,,German,w
43359,Golf is a Game for Everyone,Timothy W.Davies,4.0,,English,m
43361,Anti Inflammatory Diet: Know Everything About Inflammation & Ways To Control It,Cheryl Barnhart,4.0,,English,w
43363,"Carl Hiaasen Collection: Hoot, Flush, Scat, Chomp",Carl Hiaasen,4.48,,,m
43364,معا على الطريق: محمد والمسيح,خالد محمد خالد,3.67,Religion,Arabic,m
43372,Congolese wiskunde,In Koli Jean Bofane,3.71,Fiction,Dutch,m
43391,Jornada Dos Anjos Portuguese,Sandra Carneiro,4.5,,English,w
43392,Everybody Knows,Kyra Lennon,4.15,,English,w
43393,The Tiger's Fang: Graphic Novel,Paul Twitchell,4.1,Spirituality,English,m
43395,Le souffle du jasmin,Gilbert Sinoué,3.88,France,French,m
43401,Henhouse: How to Raise Your Own Chickens: The International Book for Chickens and Their Lovers,Buddy Wakefield,4.6,,English,m
43406,The Letter of Marque,Patrick O'Brian,4.49,Historical Fiction,English,m
43410,Summary of Lean In: by Sheryl Sandberg | Includes Analysis,NOT A BOOK,5.0,,English,m
43426,"A Simpler Guide to Gmail: An unofficial user guide to setting up and using Gmail, Inbox and Google Calendar",Ceri Clark,5.0,,,m
43430,Super Sons #2,Peter J. Tomasi,4.25,Comics,English,m
43438,It Was Time to Turn Back: A Short Story,RuGranger,4.4,,,m
43439,The Unstrung Harp,Edward Gorey,4.24,Fiction,English,m
43453,Ozark Red,Jim R. Woolard,4.0,,,m
43456,París no se acaba nunca,Enrique Vila-Matas,3.84,Fiction,Spanish,m
43457,Managing a Dental Practice: The Genghis Khan Way,Michael Young,4.33,Business,English,m
43461,اعتماد,Ariel Dorfman,3.55,Fiction,Persian,m
43465,Black Mountain Breakdown,Lee Smith,3.87,Fiction,English,m
43466,Astral Attack & Defense,Marcelo Ramos Motta,3.9,,English,m
43478,"62/Modelo Para Armar, O, El Armado Del Sentido En Julio Cortázar",Aurora Maguhn,3.95,,,w
43481,The Street of a Thousand Blossoms,Gail Tsukiyama,3.97,Historical Fiction,English,m
43486,The Last Crossing,Guy Vanderhaeghe,3.85,Fiction,English,m
43503,The Cat Who Said Cheese,Lilian Jackson Braun,3.87,Mystery,English,w
43506,Entwined By Fate,S.A. Price,4.08,Paranormal Romance,,m
43514,I Spy Christmas: Three Christmas Plays Plus a Candlelight Service,"Dean A. Anderson, Rod Tkach",4.67,,English,m;m
43517,Five Skies,Ron Carlson,3.78,Fiction,English,m
43518,Hell's Phoenix,Gracen Miller,4.53,Paranormal Romance,,m
43522,Faustus,David Mamet,3.24,Plays,English,m
43531,Apocalypse Burning: The Earth's Last Days: The Battle Lines Are Drawn,Mel Odom,4.22,Christian Fiction,English,m
43533,The Baptist Confession of Faith and The Baptist Catechism,James M. Renihan,4.86,Theology,,m
43558,Die Vollmondnacht Chroniken - Gabriel: 1 (Die Vollmondnacht Chroniken #2),Ashley Kalandur,4.0,,German,m
43561,Mrs. Jeffries Dusts for Clues,Emily Brightwell,3.8,Mystery,English,w
43564,Destiny with Blood,Pet Torres,3.44,,English,m
43565,Our Lady of Alice Bhatti,Mohammed Hanif,3.39,Fiction,English,m
43568,Blue Shoes and Happiness,Alexander McCall Smith,4.06,Mystery,English,m
43573,Damaged Girls I,Janice G. Ross,4.52,Contemporary,English,w
43579,A Second Chance At Love,P.S. Olivier,4.67,,English,m
43596,"Always Outnumbered, Always Outgunned",Walter Mosley,4.17,Fiction,English,m
43603,عکس (Aks),Umera Ahmed,4.08,Fiction,Urdu,m
43616,Guess Who I Pulled Last Night?,Nikki Ashton,3.77,Chick Lit,English,w
43617,Where Has Love Gone?,"Roger Rheinheimer , Crystal Linn",4.5,,English,m;w
43623,"Not Paul, But Jesus",Jeremy Bentham (Introduction),3.5,Christianity,English,m
43624,Tenbin wa Hana to Asobu 2,Unohana Tsukasa,3.71,,Japanese,m
43644,I Want You to Be My Second,John-Mark Davidson,4.57,,English,m
43649,Das Haus in der Löwengasse,Petra Schier,4.0,,German,w
43651,DIY Ideas At Home: Make Best Out Of Waste,Megan Coulter,4.44,,English,w
43654,Song Yet Sung,James McBride,3.94,Historical Fiction,English,m
43658,Frida: A Novel of Frida Kahlo,Bárbara Mujica,3.91,Fiction,English,w
43660,Textos Dispersos,Max Stirner,3.94,,Portuguese,m
43682,Lições da Senzala,Maria Nazareth Dória,5.0,,Portuguese,w
43689,Your Safety And Security In Rio de Janeiro,Francis Okumu,5.0,,,m
43691,The Telling Of Lies,Timothy Findley,3.72,Fiction,English,m
43694,Amazing Ghosts & Other Mysteries,Peter Eldin,4.5,Ghost Stories,English,m
43698,Summary of Station Eleven: by Emily St. John Mandel | Includes Analysis,NOT A BOOK,4.4,,English,m
43705,كلمة الله,أيمن العتوم,3.93,Novels,Arabic,m
43714,"Don't Hire a Software Developer Until You Read this Book: The handbook for tech startups & entrepreneurs (from idea, to build, to product launch and everything in between.)",K.N. Kukoyi,4.1,Business,English,m
43718,Super Sons #4,Peter J. Tomasi,4.3,Comics,English,m
43719,Blinded,Jennifer Dean,5.0,,English,w
43724,Amar Chitra Katha - The Blue Umbrella,Nimmy Chacko,4.31,Indian Literature,,m
43735,Elmet,Fiona Mozley,3.8,Fiction,English,w
43736,Able Seacat Simon: The Wartime Hero of the High Seas,Lynne Barrett-Lee,4.37,Animals,,w
43742,The Zombie Chasers #7: World Zombination,John Kloepfer,4.58,Zombies,,m
43744,El huracán y la mariposa,Yolanda Guerrero,4.18,,,w
43748,Keeper of the lost cities short stories,Shannon Messenger,4.61,,,m
43761,George Wythe of Williamsburg,Joyce Blackburn,3.6,Biography,English,w
43764,The River Wife,Jonis Agee,3.42,Historical Fiction,English,m
43774,The Language of Threads,Gail Tsukiyama,4.1,Historical Fiction,English,m
43778,The Wednesday Sisters,Meg Waite Clayton,3.54,Fiction,English,w
43790,Farther Along,Donald Harington,3.71,Fiction,English,m
43793,Sunset Over Chocolate Mountains,Susan Elderkin,3.35,Fiction,English,w
43797,The Cat Who Turned On and Off,Lilian Jackson Braun,3.96,Mystery,English,w
43802,The Complete Tales of the City,Armistead Maupin,4.34,Audiobook,English,m
43804,The Prayers of Peter Marshall,Catherine Marshall,4.3,Prayer,,w
43812,Whores for Gloria,William T. Vollmann,3.69,Fiction,English,m
43815,On Agate Hill,Lee Smith,3.77,Historical Fiction,English,m
43816,Retirement Can Be Murder,Susan Santangelo,3.61,Cozy Mystery,English,w
43828,Apocalypse Crucible: The Earth's Last Days: The Battle Continues,Mel Odom,4.08,Christian Fiction,English,m
43830,God is Just: A Defense of the Old Testament Civil Laws,Steve C. Halbrook,4.54,Law,English,m
43831,Vie devant soi de Romain Gary (Émile Ajar),Éliane Lecarme-Tabone,4.4,France,French,m
43836,The Boat,"Nam Le, Matt Huynh",3.63,Short Stories,English,m;m
43842,Saving the Whole Woman: Natural Alternatives to Surgery for Pelvic Organ Prolapse,Christine Ann Kent,4.17,Health,English,w
43851,Halley's Bible Handbook: With the New International Version,Henry H. Halley,4.47,Religion,English,m
43858,The Inspector and Mrs. Jeffries,Emily Brightwell,3.65,Mystery,English,w
43865,Handsome Harry,James Carlos Blake,3.89,Historical Fiction,English,m
43868,Delhi,Khushwant Singh,3.8,Fiction,English,m
43871,In the Company of Cheerful Ladies,Alexander McCall Smith,4.08,Mystery,English,m
43878,اشتراكية الإسلام,مصطفى السباعي,3.37,,Arabic,m
43904,Fortunate Son,Walter Mosley,3.85,Fiction,English,m
43905,"Better Date than Never Boxed Set: Vol. #1, Books 1-3",Susan Hatler,4.1,Contemporary,English,w
43911,Frida's Bed,Slavenka Drakulić,3.88,Fiction,English,w
43919,Chairil Anwar: Sebuah Pertemuan,Arief Budiman,4.13,Indonesian Literature,Indonesian,m
